Panel	Marker	Allele	Size	Size.Min	Size.Max	Virtual	Color	Repeat	Marker.Min	Marker.Max	Offset	Short.Name	Full.Name	Gender.Marker
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	16	153.01	152.51	153.41	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	16.1	154.03	153.63	154.53	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	17	157.08	156.58	157.58	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	17.2	159.11	158.61	159.61	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	18	161.15	160.65	161.65	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	18.2	163.18	162.68	163.68	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	19	165.18	164.68	165.58	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	19.1	166.19	165.79	166.59	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	19.2	167.2	166.8	167.6	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	19.3	168.21	167.81	168.61	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	20	169.21	168.81	169.61	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	20.1	170.22	169.82	170.62	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	20.2	171.22	170.82	171.62	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	20.3	172.22	171.82	172.62	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	21	173.23	172.83	173.63	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	21.1	174.24	173.84	174.64	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	21.2	175.24	174.84	175.64	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	21.3	176.24	175.84	176.64	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	22	177.24	176.84	177.64	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	22.1	178.25	177.85	178.65	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	22.2	179.25	178.85	179.65	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	22.3	180.25	179.85	180.65	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	23	181.26	180.86	181.66	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	23.1	182.26	181.86	182.66	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	23.2	183.26	182.86	183.66	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	23.3	184.27	183.87	184.67	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	24	185.28	184.88	185.68	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	24.1	186.29	185.89	186.69	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	24.2	187.3	186.9	187.7	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	24.3	188.3	187.9	188.7	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	25	189.3	188.9	189.7	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	25.1	190.3	189.9	190.7	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	25.2	191.3	190.9	191.7	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	25.3	192.31	191.91	192.71	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	26	193.32	192.92	193.72	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	26.1	194.33	193.93	194.73	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	26.2	195.34	194.94	195.74	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	26.3	196.35	195.95	196.75	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	27	197.35	196.95	197.85	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	27.2	199.34	198.84	199.74	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	27.3	200.34	199.94	200.74	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	28	201.34	200.94	201.84	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	28.2	203.36	202.86	203.76	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	28.3	204.37	203.97	204.77	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	29	205.38	204.98	205.78	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	29.1	206.39	205.99	206.79	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	29.2	207.39	206.99	207.89	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	30	209.4	208.9	209.9	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	30.2	211.36	210.86	211.86	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	31	213.32	212.82	213.82	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	31.2	215.29	214.79	215.79	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	32.2	219.35	218.85	219.85	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	33.2	223.41	222.91	223.91	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	34.2	227.41	226.91	227.91	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	41.2	256.32	255.82	256.82	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	42.2	260.46	259.96	260.96	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	43.2	264.6	264.1	265.1	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	44.2	268.63	268.13	269.13	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	45.2	272.76	272.26	273.26	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	46.2	276.79	276.29	277.29	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	47.2	280.75	280.25	281.25	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	48.2	284.73	284.23	285.23	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	49.2	288.74	288.24	289.24	1	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	FGA	50.2	292.75	292.25	293.25	0	red	4	136.01	300	89	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	4.2	313.32	312.82	313.82	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	5	315.35	314.85	315.85	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	6	319.41	318.91	319.91	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	6.3	322.46	321.96	322.86	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	7	323.47	323.07	323.97	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	8	327.53	327.03	328.03	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	8.2	329.6	329.1	330.1	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	9	331.66	331.16	332.16	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	9.2	333.71	333.21	334.21	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	10	335.75	335.25	336.25	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	10.2	337.79	337.29	338.29	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	11	339.83	339.33	340.33	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	11.2	341.88	341.38	342.38	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	12	343.93	343.43	344.43	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	12.2	345.97	345.47	346.47	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	13	348.01	347.51	348.51	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	13.2	350.05	349.55	350.55	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	14	352.09	351.59	352.59	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	14.2	354.1	353.6	354.5	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	14.3	355.11	354.71	355.51	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	15	356.11	355.71	356.61	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	15.2	358.11	357.61	358.51	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	15.3	359.1	358.7	359.5	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	16	360.1	359.7	360.6	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	16.2	362.12	361.62	362.52	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	16.3	363.14	362.74	363.54	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	17	364.15	363.75	364.65	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	17.2	366.13	365.63	366.63	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	18	368.12	367.62	368.62	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	18.2	370.12	369.62	370.62	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	19	372.12	371.62	372.62	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	19.2	374.15	373.65	374.65	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	20	376.18	375.68	376.68	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	20.2	378.19	377.69	378.69	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	21	380.24	379.74	380.64	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	21.1	381.24	380.84	381.64	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	21.2	382.25	381.85	382.75	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	22	384.33	383.83	384.83	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	22.2	386.34	385.84	386.84	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	23	388.36	387.86	388.86	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	23.2	390.38	389.88	390.88	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	24	392.39	391.89	392.89	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	24.2	394.4	393.9	394.9	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	25	396.46	395.96	396.96	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	25.2	398.51	398.01	399.01	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	26	400.54	400.04	401.04	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	26.2	402.56	402.06	403.06	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	27	404.55	404.05	405.05	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	27.2	406.54	406.04	407.04	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	28	408.53	408.03	409.03	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	28.2	410.52	410.02	411.02	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	29	412.5	412	413	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	29.2	414.49	413.99	414.99	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	30	416.47	415.97	416.97	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	30.2	418.46	417.96	418.96	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	31	420.47	419.97	420.97	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	31.2	422.48	421.98	422.98	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	32	424.52	424.02	425.02	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	32.2	426.55	426.05	427.05	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	33	428.63	428.13	429.13	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	33.2	430.71	430.21	431.21	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	34	432.78	432.28	433.28	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	34.2	434.84	434.34	435.34	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	35	436.94	436.44	437.44	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	35.2	438.99	438.49	439.49	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	36	441.04	440.54	441.54	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	36.2	443.12	442.62	443.62	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	37	445.19	444.69	445.69	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	37.2	447.24	446.74	447.74	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	38	449.28	448.78	449.78	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	38.2	451.33	450.83	451.83	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	39	453.38	452.88	453.88	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	39.2	455.37	454.87	455.87	1	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESI_17_Fast_IDX_v1.1	SE33	42	465.36	464.86	465.86	0	red	4	300.01	500	295	ESI17Fast	PowerPlex ESI 17 Fast System	FALSE
PowerPlex_ESX_17_IDX_v2.0	AMEL	X	81.79	81.29	82.29	0	blue	9	78	92	73	ESX17	PowerPlex ESX 17 System	TRUE
PowerPlex_ESX_17_IDX_v2.0	AMEL	Y	87.55	87.05	88.05	0	blue	9	78	92	73	ESX17	PowerPlex ESX 17 System	TRUE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	8	94.05	93.55	94.55	1	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	9	98.08	97.58	98.58	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	10	102.17	101.67	102.67	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	11	106.32	105.82	106.82	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	12	110.47	109.97	110.97	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	13	114.62	114.12	115.12	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	14	118.77	118.27	119.27	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	15	122.88	122.38	123.38	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	15.2	124.93	124.43	125.43	1	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	16	126.97	126.47	127.47	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	17	131.04	130.54	131.44	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	17.1	132.08	131.58	132.58	1	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	18	135.18	134.68	135.68	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	19	139.22	138.72	139.72	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	20	143.31	142.81	143.71	0	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	20.1	144.35	143.85	144.85	1	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
PowerPlex_ESX_17_IDX_v2.0	D3S1358	21	147.48	146.98	147.98	1	blue	4	92.01	148.2	62	ESX17	PowerPlex ESX 17 System	FALSE
