Panel	Marker	Allele	Size	Size.Min	Size.Max	Virtual	Color	Repeat	Marker.Min	Marker.Max	Offset	Short.Name	Full.Name	Gender.Marker
PowerPlex_ESI_17_IDX_v2.1	AMEL	X	81.8	81.3	82.3	0	blue	9	78	92	73	ESI17	PowerPlex ESI 17 System	TRUE
PowerPlex_ESI_17_IDX_v2.1	AMEL	Y	87.58	87.08	88.08	0	blue	9	78	92	73	ESI17	PowerPlex ESI 17 System	TRUE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	8	93.95	93.45	94.45	1	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	9	98.08	97.58	98.58	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	10	102.21	101.71	102.71	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	11	106.35	105.85	106.85	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	12	110.5	110	111	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	13	114.65	114.15	115.15	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	14	118.8	118.3	119.3	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	15	122.91	122.41	123.41	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	15.2	124.95	124.45	125.45	1	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	16	126.99	126.49	127.49	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	17	131.06	130.56	131.46	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	17.1	132.13	131.63	132.63	1	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	18	135.2	134.7	135.7	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	19	139.25	138.75	139.75	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	20	143.33	142.83	143.73	0	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	20.1	144.35	143.85	144.85	1	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D3S1358	21	147.41	146.91	147.91	1	blue	4	92.01	149	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	5.2	158.01	157.51	158.51	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	6.2	161.98	161.48	162.48	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	7	163.93	163.43	164.43	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	8	167.9	167.4	168.4	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	9	171.85	171.35	172.35	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	9.2	173.8	173.3	174.3	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	10	175.76	175.26	176.26	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	10.2	177.73	177.23	178.23	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	11	179.7	179.2	180.2	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	11.2	181.67	181.17	182.17	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	12	183.64	183.14	184.04	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	12.1	184.63	184.13	185.03	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	12.2	185.63	185.13	186.13	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	13	187.57	187.07	188.07	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	13.2	189.57	189.07	190.07	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	14	191.52	191.02	192.02	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	14.2	193.5	193	194	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	15	195.45	194.95	195.95	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	15.2	197.45	196.95	197.95	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	16	199.39	198.89	199.89	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	16.2	201.38	200.88	201.88	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	17	203.33	202.83	203.83	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	17.2	205.33	204.83	205.83	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	18	207.29	206.79	207.79	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	18.2	209.27	208.77	209.77	0	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	19	211.25	210.75	211.75	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	19.2	213.23	212.73	213.73	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	20	215.21	214.71	215.71	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D19S433	20.2	217.19	216.69	217.69	1	blue	4	149.01	218	136	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	10	219.07	218.57	219.57	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	11	223.08	222.58	223.58	1	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	12	227.1	226.6	227.6	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	13	231.14	230.64	231.64	1	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	14	235.18	234.68	235.68	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	15	239.23	238.73	239.73	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	16	243.27	242.77	243.77	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	17	247.34	246.84	247.84	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	18	251.39	250.89	251.89	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	18.3	254.42	253.92	254.82	1	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	19	255.45	254.95	255.95	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	19.3	258.54	258.04	258.94	1	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	20	259.56	259.06	260.06	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	21	263.6	263.1	264.1	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	22	267.64	267.14	268.14	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	23	271.69	271.19	272.19	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	23.2	273.69	273.19	274.09	1	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	23.3	274.69	274.19	275.09	1	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	24	275.69	275.19	276.19	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	24.2	277.68	277.18	278.18	1	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	25	279.68	279.18	280.18	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	26	283.64	283.14	284.14	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	27	287.59	287.09	288.09	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D2S1338	28	291.52	291.02	292.02	0	blue	4	218.01	294	179	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	6	299.55	299.05	300.05	1	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	7	302.56	302.06	303.06	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	8	305.58	305.08	306.08	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	9	308.6	308.1	309.1	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	10	311.61	311.11	312.11	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	11	314.66	314.16	315.16	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	12	317.67	317.17	318.17	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	13	320.74	320.24	321.24	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	14	323.78	323.28	324.28	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	15	326.85	326.35	327.35	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	16	329.92	329.42	330.42	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	17	333.01	332.51	333.51	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	18	336.07	335.57	336.57	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	19	339.13	338.63	339.63	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D22S1045	20	342.21	341.71	342.71	0	blue	3	294.01	345	282	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	4	77.98	77.48	78.48	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	5	82.05	81.55	82.55	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	6	86.13	85.63	86.63	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	7	90.24	89.74	90.74	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	8	94.32	93.82	94.82	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	9	98.44	97.94	98.94	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	9.3	101.56	101.06	101.96	1	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	10	102.58	102.08	103.08	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	11	106.76	106.26	107.26	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	11.3	109.89	109.39	110.29	1	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	12	110.93	110.43	111.33	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	12.1	111.97	111.47	112.47	1	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	13	115.11	114.61	115.61	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	13.3	118.24	117.74	118.64	1	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	14	119.28	118.78	119.78	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	15	123.39	122.89	123.89	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D16S539	16	127.48	126.98	127.88	0	green	4	75	129.6	62	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	7	130.55	130.15	131.05	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	8	134.63	134.13	135.13	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	9	138.71	138.21	139.21	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	9.2	140.76	140.26	141.26	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	10	142.81	142.31	143.31	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	10.2	144.84	144.34	145.34	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	11	146.9	146.4	147.4	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	11.2	148.95	148.45	149.45	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	12	150.99	150.49	151.49	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	12.2	153.03	152.53	153.53	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	13	155.07	154.57	155.57	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	13.2	157.09	156.59	157.49	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	13.3	158.12	157.62	158.52	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	14	159.14	158.64	159.64	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	14.2	161.17	160.67	161.67	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	15	163.19	162.69	163.69	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	15.2	165.2	164.7	165.7	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	16	167.22	166.72	167.62	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	16.1	168.23	167.73	168.63	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	16.2	169.23	168.73	169.73	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	17	171.24	170.74	171.74	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	17.2	173.25	172.75	173.75	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	18	175.25	174.75	175.65	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	18.1	176.26	175.76	176.66	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	18.2	177.26	176.76	177.76	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	19	179.27	178.77	179.77	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	19.2	181.28	180.78	181.78	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	20	183.29	182.79	183.79	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	20.2	185.31	184.81	185.81	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	21	187.32	186.82	187.82	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	21.2	189.34	188.84	189.84	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	22	191.35	190.85	191.85	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	22.2	193.36	192.86	193.86	1	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	23	195.37	194.87	195.87	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	24	199.39	198.89	199.89	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	25	203.43	202.93	203.93	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	26	207.47	206.97	207.97	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D18S51	27	211.5	211	212	0	green	4	129.61	214	103	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	8	216.34	215.84	216.84	1	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	9	220.4	219.9	220.9	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	10	224.46	223.96	224.96	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	11	228.54	228.04	229.04	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	12	232.62	232.12	233.12	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	13	236.7	236.2	237.2	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	13.3	239.76	239.26	240.16	1	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	14	240.78	240.28	241.28	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	14.3	243.8	243.3	244.2	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	15	244.87	244.37	245.37	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	15.3	247.9	247.4	248.3	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	16	248.96	248.46	249.46	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	16.3	252.03	251.53	252.43	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	17	253.06	252.56	253.46	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	17.1	254.08	253.58	254.58	1	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	17.3	256.12	255.62	256.52	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	18	257.19	256.69	257.69	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	18.3	260.24	259.74	260.64	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	19	261.28	260.78	261.78	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	19.3	264.32	263.82	264.82	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	20.3	268.41	267.91	268.81	0	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D1S1656	21	269.42	268.92	269.92	1	green	4	214.01	272	184	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	8	280.79	280.29	281.29	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	9	284.71	284.21	285.21	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	10	288.62	288.12	289.12	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	11	292.49	291.99	292.99	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	12	296.43	295.93	296.93	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	13	300.3	299.8	300.8	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	14	304.25	303.75	304.75	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
PowerPlex_ESI_17_IDX_v2.1	D10S1248	15	308.21	307.71	308.71	0	green	4	272.01	330	249	ESI17	PowerPlex ESI 17 System	FALSE
